Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
Teddy Bear,2012,Not Rated,22-Aug-12,92 min,"Drama, Romance",Mads Matthiesen,"Mads Matthiesen, Martin Zandvliet","Kim Kold, Elsebeth Steentoft, Lamaiporn Sangmanee Hougaard","Dennis, a painfully shy 38-year-old bodybuilder who lives with his mother, sets off to Thailand in search of love.","Danish, Thai, English",Denmark,7 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMTc4NDk4MDM5OV5BMl5BanBnXkFtZTcwMDY1NDExOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.1,"4,670",tt1729226,movie,21-Jul-14,"$16,000 ",N/A,N/A,TRUE,
Soldier in the Rain,1963,Approved,27-Nov-63,88 min,"Comedy, Drama, Romance",Ralph Nelson,"Maurice Richlin, Blake Edwards, William Goldman","Steve McQueen, Jackie Gleason, Tuesday Weld",The bond of friendship between a worldly-wise Army Master Sergeant and his naive worshiper.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMWI5MGJmYzgtNjNhNS00ODE2LTkwZTktZWY2ODhmMjkyZDVhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"1,807",tt0057517,movie,5-May-09,"$2,090,000 ",N/A,N/A,TRUE,
For My Father,2022,N/A,5-Aug-22,N/A,Documentary,Manny Mahal,Manny Mahal,"Inderjit Mahal, Manny Mahal",A second-generation Canadian recreates stories from his Indian father's life to try to bridge the cultural gap between them in the aftermath of a family tragedy.,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMWExOThmZDUtZGQ2Yi00ZDI1LTgxYjAtMGMxOGU0ZDUwZDBjXkEyXkFqcGdeQXVyMjk1Nzk3ODE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt21978676,movie,N/A,N/A,N/A,N/A,TRUE,
The Moment of Truth,2008–,TV-14,23-Jan-08,N/A,"Game-Show, Reality-TV",N/A,N/A,"Mark L. Walberg, Kris Mohandie, Angela Donahue",Game show contestants are given a polygraph test and asked hard-hitting questions in front of a live audience in order to win a cash prize.,English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMjU1NzUwODg1NV5BMl5BanBnXkFtZTcwNjc3Mjk1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,"1,289",tt1166919,series,,,,,TRUE,2
Mr. Freedom,1968,Not Rated,8-Jan-69,95 min,"Comedy, Crime",William Klein,William Klein,"John Abbey, Delphine Seyrig, Donald Pleasence",Mr. Freedom is an all-American superhero that destroys everyone who even remotely disagrees with imperialism. The film accounts his latest assignment to save France from being taken over by the commies.,"French, English",France,N/A,https://m.media-amazon.com/images/M/MV5BYTdmYTM2NjktMjExMC00ZDk4LTk2ZDQtZGFjOWNiYTVkZjJmXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"1,203",tt0064674,movie,20-May-08,N/A,N/A,N/A,TRUE,
La dama boba,2006,N/A,24-Mar-06,92 min,Comedy,Manuel Iborra,"Manuel Iborra, Félix Lope de Vega","Silvia Abascal, Cristina Collado, Jose Coronado",N/A,Spanish,Spain,4 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTdkYjk5N2MtZTJmMS00MDliLTgxNmMtMmJlOTFiY2ViNWYyXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,110,tt0467867,movie,N/A,N/A,N/A,N/A,TRUE,
Pitch Perfect,2012,PG-13,5-Oct-12,112 min,"Comedy, Music, Romance",Jason Moore,"Kay Cannon, Mickey Rapkin","Anna Kendrick, Brittany Snow, Rebel Wilson","Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.","English, Ukrainian",United States,8 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BMTcyMTMzNzE5N15BMl5BanBnXkFtZTcwNzg5NjM5Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.1,"319,939",tt1981677,movie,18-Dec-12,"$65,298,093 ",N/A,N/A,TRUE,
The Cold Light of Day,2012,PG-13,7-Sep-12,93 min,"Action, Thriller",Mabrouk El Mechri,"Scott Wiper, John Petro","Henry Cavill, Bruce Willis, Sigourney Weaver","After his family is kidnapped during their sailing trip in Spain, a young Wall Street trader is confronted by the people responsible: intelligence agents looking to recover a mysterious briefcase.","Hebrew, English, Spanish","United States, Spain",2 nominations,https://m.media-amazon.com/images/M/MV5BMTQzODQ4NjAxMF5BMl5BanBnXkFtZTcwMzAwNjM0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22,4.9,"38,663",tt1366365,movie,6-Jan-15,"$3,763,583 ",N/A,N/A,TRUE,
Hello I Must Be Going,2012,R,31-Jan-13,95 min,"Comedy, Drama, Romance",Todd Louiso,Sarah Koskoff,"Melanie Lynskey, Christopher Abbott, Blythe Danner","Circumstances force a young divorcée to move back in with her parents in suburban Connecticut, where an affair with a younger guy rejuvenates her passion for life",English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BZDI0MjQ1M2ItMTRiNS00MTE0LTliMGQtODhmZjMwODNlZTI1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.2,"6,391",tt2063666,movie,29-Jan-13,"$106,709 ",N/A,N/A,TRUE,
Flowing,1956,N/A,29-Nov-85,117 min,Drama,Mikio Naruse,"Toshirô Ide, Aya Kôda, Sumie Tanaka","Kinuyo Tanaka, Isuzu Yamada, Hideko Takamine",Otsuta is running the geisha house Tsuta in Tokyo. Her business is heavily in debt. Her daughter Katsuyo doesn't see any future in her mothers trade in the late days of Geisha. But Otsuta will not give up. This film portraits the ...,Japanese,Japan,4 wins,https://m.media-amazon.com/images/M/MV5BNWVhMTg1MzYtYWMyZS00NzI0LWE4NzQtOWNlNjgwZjc2Yjc1XkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"1,129",tt0049537,movie,N/A,N/A,N/A,N/A,TRUE,
Branded,2012,R,7-Sep-12,106 min,"Drama, Fantasy, Sci-Fi","Jamie Bradshaw, Aleksandr Dulerayn","Jamie Bradshaw, Aleksandr Dulerayn","Ed Stoppard, Leelee Sobieski, Jeffrey Tambor","In future Moscow, where corporate brands have created a disillusioned population, one man's effort to unlock the truth behind the conspiracy will lead to an epic battle with hidden forces that control the world.","English, Russian","United States, Russia",N/A,https://m.media-amazon.com/images/M/MV5BMTk1NjI3NzQ5NF5BMl5BanBnXkFtZTcwNjMyNjM5Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",20,4.6,"9,237",tt1368440,movie,15-Jan-13,"$353,513 ",N/A,N/A,TRUE,
The Wild Wild West Revisited,1979,PG,9-May-79,96 min,"Action, Adventure, Comedy",Burt Kennedy,William Bowers,"Robert Conrad, Ross Martin, Paul Williams","West and Gordon come out of retirement to find out who is replacing world leaders with lookalikes. They go to Arizona where the son of their old enemy is found, and with his arsenal of weapons, is a bigger threat than his father e...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjQwNzEzZDMtYjQ1NC00ZDE3LTllZDUtNThlOTRhNGM3ODlkXkEyXkFqcGdeQXVyNTgwNTk5MDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,574,tt0080132,movie,N/A,N/A,N/A,N/A,TRUE,
Icon,2005,N/A,30-May-05,190 min,"Action, Crime, Thriller",Charles Martin Smith,"Frederick Forsyth, Adam Armus, Nora Kay Foster","Patrick Swayze, Patrick Bergin, Michael York","On the eve of the elections in Russia, there's an outbreak of a mysterious disease. The British are curious to find out what's going on, so they need to send someone. An official knows someone, Jason Monk, an American Agent who wo...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjkzMGIyMDAtYzA3YS00MTlmLWEyNjEtMGYwMTM1ZjNlY2NmXkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,"1,001",tt0424176,movie,26-Jul-20,N/A,N/A,N/A,TRUE,
The Sugar Curtain,2005,N/A,10-Oct-07,82 min,"Documentary, History",Camila Guzmán Urzúa,Camila Guzmán Urzúa,N/A,"A portrayal of the singular experience shared by people of her generation -- those living Cuba's utopian dream during the golden era of the revolution. It is also a lament for the end of that dream, which began to fizzle after the...",Spanish,France,4 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZjI2ODc3M2YtODA5NS00ODRjLTk5NmUtYTdkNjdlZmYzMjhiXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.5,93,tt0483179,movie,N/A,$582 ,N/A,N/A,TRUE,
Samsara,2011,PG-13,23-Aug-12,102 min,"Documentary, Music",Ron Fricke,"Ron Fricke, Mark Magidson","Balinese Tari Legong Dancers, Ni Made Megahadi Pratiwi, Puti Sri Candra Dewi","Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders.",None,"United States, Indonesia, Singapore, Thailand, Kenya, Denmark, Brazil, Jordan, United Arab Emirates, Saudi Arabia, South Africa, Italy, Ghana, Egypt, China, Japan, South Korea",1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BNjY3NzM4MTI5NF5BMl5BanBnXkFtZTcwMjk3NTA5Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,8.4,"37,133",tt0770802,movie,1-May-17,"$2,672,413 ",N/A,N/A,TRUE,
Runaway Brain,1995,G,11-Aug-95,7 min,"Animation, Short, Action",Chris Bailey,Tim Hauser,"Wayne Allwine, Russi Taylor, Kelsey Grammer","In an attempt to convince Minnie that he hasn't forgotten to buy her an anniversary present, Mickey Mouse ends up promising to take her to Hawaii. Funds being short, he applies for a job as lab assistant to the sinister Dr. Franke...",English,United States,Nominated for 1 Oscar. 1 nomination total,https://m.media-amazon.com/images/M/MV5BODFlMmFjY2ItZWFiMy00NGQxLWJkOWItNmZjNTk1YWExYjJmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"1,167",tt0114308,movie,N/A,N/A,N/A,N/A,TRUE,
Looper,2012,R,28-Sep-12,119 min,"Action, Drama, Sci-Fi",Rian Johnson,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt","In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassin...","English, French","United States, China",18 wins & 47 nominations,https://m.media-amazon.com/images/M/MV5BMTg5NTA3NTg4NF5BMl5BanBnXkFtZTcwNTA0NDYzOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.4,"588,529",tt1276104,movie,31-Dec-12,"$66,486,205 ",N/A,N/A,TRUE,
Compliance,2012,R,26-Sep-12,90 min,"Crime, Drama, History",Craig Zobel,Craig Zobel,"Ann Dowd, Dreama Walker, Pat Healy","A normal Friday service at a fast food restaurant becomes interrupted by a police officer who claims an employee stole from a customer, but something more sinister is going on.",English,United States,7 wins & 35 nominations,https://m.media-amazon.com/images/M/MV5BMTYxMjkwMTk3OV5BMl5BanBnXkFtZTcwNDIwODcwOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.4,"36,187",tt1971352,movie,10-Aug-16,"$319,285 ",N/A,N/A,TRUE,
Thy Womb,2012,N/A,19-Oct-13,105 min,Drama,Brillante Mendoza,Henry Burgos,"Nora Aunor, Bembol Roco, Lovi Poe",An infertile midwife and her husband find a surrogate mother so that they can have a child.,"Filipino, Tagalog, Arabic",Philippines,20 wins & 45 nominations,https://m.media-amazon.com/images/M/MV5BMDM0ZTkwYTAtMWMxMC00NDdjLTliZDktZmI5ZjhlYzIyODc0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,266,tt2395459,movie,N/A,N/A,N/A,N/A,TRUE,
That's My Boy,2012,R,15-Jun-12,116 min,Comedy,Sean Anders,David Caspe,"Adam Sandler, Andy Samberg, Leighton Meester","While in his teens, Donny fathered a son, Todd, and raised him as a single parent until Todd's 18th birthday. Now Donny resurfaces just before Todd's wedding after years apart, sending the groom-to-be's world crashing down.",English,United States,5 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTM3NDMyNzgzMV5BMl5BanBnXkFtZTcwMjIyMTA1Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.5,"104,770",tt1232200,movie,N/A,"$36,931,089 ",N/A,N/A,TRUE,
Arthur and the Revenge of Maltazard,2009,PG,2-Dec-09,107 min,"Animation, Adventure, Family",Luc Besson,"Patrice Garcia, Luc Besson, Céline Garcia","Selena Gomez, Freddie Highmore, Mia Farrow","Arthur answers a distress call from Princess Selenia, who is menaced by the nefarious Maltazard.",English,France,N/A,https://m.media-amazon.com/images/M/MV5BN2IwMThmMWEtZmVmMC00ZGI4LTlmYWEtNzRiZmMyOTc0ZmQ4XkEyXkFqcGdeQXVyNjA5ODQxMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}]",N/A,5.2,"10,369",tt0940657,movie,N/A,N/A,MGM/The Weinstein Co.,N/A,TRUE,
Deathstalker,1983,R,16-Sep-83,80 min,"Action, Adventure, Fantasy",James Sbardellati,Howard R. Cohen,"Rick Hill, Barbi Benton, Richard Brooker","A lone warrior nicknamed Deathstalker is sent by a witch on a quest to find a sword, a chalice, and an amulet, two of which are held by the wicked king and sorcerer, Munkar.",English,"Argentina, United States",N/A,https://m.media-amazon.com/images/M/MV5BZTVjMzE0OTYtZmM5MS00MTg4LWE1NGMtMWQ5NjdlY2NhZWE1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",N/A,4.6,"5,718",tt0087127,movie,18-Jun-18,"$11,919,250 ",N/A,N/A,TRUE,
Deathstalker II,1987,R,12-Sep-87,85 min,"Action, Adventure, Comedy",Jim Wynorski,"Jim Wynorski, Neil Ruttenberg, R.J. Robertson","John Terlesky, Monique Gabrielle, John Lazar","In this parody of the sword and sorcery films, a princess is deposed by an evil sorcerer. She enlists the aid of Deathstalker to battle the forces of evil, including a clone of the princess, and win back her kingdom.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzlhOWU5MGUtZjZhMi00NDY3LTkyY2QtYWI0NmYxN2ViNjI4XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,"3,241",tt0092860,movie,23-Aug-11,N/A,N/A,N/A,TRUE,
Emergo,2005,N/A,1-May-05,50 min,Thriller,Arya Tariverdi,"Laurens Bruning, Elaine Konkelaar, Frederieke van Velzen","Max Blaauw, Laurens Bruning, Joop De Keijzer",N/A,Dutch,Netherlands,N/A,N/A,[],N/A,N/A,N/A,tt3349078,movie,N/A,N/A,N/A,N/A,TRUE,
Klitschko,2011,Not Rated,21-Oct-11,118 min,"Documentary, Biography, Sport",Sebastian Dehnhardt,Sebastian Dehnhardt,"Lamon Brewster, Chris Byrd, Bernd Bönte","A documentary encompassing the lives of world heavyweight boxing champions, Vitali &amp; Wladimir Klitschko. The first time in history two brothers have shared all the heavyweight world titles, this film explores their humble beginnin...","German, Russian, English",Germany,2 wins,https://m.media-amazon.com/images/M/MV5BMTQwNzI0NDA2MV5BMl5BanBnXkFtZTcwMjMzNjI4Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.7,"2,874",tt1885281,movie,28-Feb-12,N/A,N/A,N/A,TRUE,
Kinyarwanda,2011,Not Rated,24-Jan-11,100 min,"Drama, History, Romance",Alrick Brown,"Alrick Brown, Patricia Janvier, Ishmael Ntihabose","Cleophas Kabasita, Hadidja Zaninka, Marc Gwamaka",A young Tutsi woman and a young Hutu man fall in love amidst chaos; a soldier struggles to foster a greater good while absent from her family; and a priest grapples with his faith in the face of unspeakable horror.,"English, Kinyarwanda","United States, France",4 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMjI1MDQ5NzIyN15BMl5BanBnXkFtZTcwMTM5Njk5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.8,490,tt1572154,movie,1-May-12,"$35,412 ",N/A,N/A,TRUE,
Nobody's Children,1994,N/A,3-Mar-94,95 min,Drama,David Wheatley,"Petru Popescu, Iris Friedman","Ann-Margret, Dominique Sanda, Jay O. Sanders",An American couple attempt to overcome the bureaucracy stopping them from adopting a Romanian child.,English,"United States, France",N/A,https://m.media-amazon.com/images/M/MV5BNTc0NDExNzI1Nl5BMl5BanBnXkFtZTcwMDk5ODUxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,75,tt0110683,movie,N/A,N/A,N/A,N/A,TRUE,
Patriotism,1966,Not Rated,12-Apr-66,30 min,"Drama, Short",Yukio Mishima,Yukio Mishima,"Yukio Mishima, Yoshiko Tsuruoka","A Noh dramatization of the suicides of Lt. Shinji Takeyama and his wife Reiko. After participating in a failed 1936 coup and being ordered to execute his friends, he bids his wife an intimate farewell and commits harakiri.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMTY3OTA3MDk0Nl5BMl5BanBnXkFtZTcwOTc3NjA3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"1,922",tt0059936,movie,N/A,N/A,N/A,N/A,TRUE,
"Jean Seberg, Philippe Garrel et les hautes solitudes (Carnet Filmé: 2 mai 1975 - 18 juin 1982)",1982,N/A,18-Jun-82,34 min,"Documentary, Short",Gérard Courant,Gérard Courant,"Philippe Garrel, Gérard Courant, Jean Seberg",N/A,French,France,N/A,N/A,[],N/A,N/A,N/A,tt12419958,movie,N/A,N/A,N/A,N/A,TRUE,
Robot & Frank,2012,PG-13,19-Sep-12,89 min,"Comedy, Crime, Drama",Jake Schreier,Christopher Ford,"Peter Sarsgaard, Frank Langella, Susan Sarandon","In the near future, an ex-jewel thief receives a gift from his son: a robot butler programmed to look after him. But soon the two companions try their luck as a heist team.",English,United States,2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTUzMTE0NTk4Ml5BMl5BanBnXkFtZTcwNjQ1OTMwOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7,"65,036",tt1990314,movie,7-Sep-14,"$3,325,038 ",N/A,N/A,TRUE,
The Punk Syndrome,2012,Not Rated,4-May-12,85 min,"Documentary, Comedy, Drama","Jukka Kärkkäinen, J-P Passi","Jukka Kärkkäinen, J-P Passi, Sami Jahnukainen","Pertti Kurikka, Kari Aalto, Sami Helle",A Finnish punk-rock band formed by four mentally disabled guys.,Finnish,"Finland, Norway, Sweden",8 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTQ3ODE0ODE1N15BMl5BanBnXkFtZTcwMjEyNDE3Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",N/A,7.8,"1,594",tt1774438,movie,30-Nov-16,N/A,N/A,N/A,TRUE,
Where Do We Go Now?,2011,PG-13,14-Sep-11,110 min,"Comedy, Drama",Nadine Labaki,"Nadine Labaki, Jihad Hojeily, Rodney El Haddad","Claude Baz Moussawbaa, Nadine Labaki, Yvonne Maalouf",A group of Lebanese women try to ease religious tensions between Christians and Muslims in their village.,"Arabic, English, Russian","France, Lebanon, Egypt, Italy, Qatar",9 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTM4MDgxNjU4Nl5BMl5BanBnXkFtZTcwMzc2MTM2Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.4,"13,192",tt1772424,movie,11-Sep-12,"$531,997 ",N/A,N/A,TRUE,
Ai Weiwei: Never Sorry,2012,R,14-Jun-12,91 min,Documentary,Alison Klayman,"Alison Klayman, Jonathan Oppenheim","Ai Weiwei, Dan Ai, Lao Ai",A documentary that chronicles artist and activist Ai Weiwei as he prepares for a series of exhibitions and gets into an increasing number of clashes with the Chinese government.,"English, Mandarin",United States,9 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BMjE4NjEwNDAyN15BMl5BanBnXkFtZTcwNDk5MTIxOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.5,"4,472",tt1845773,movie,4-Dec-12,"$534,100 ",N/A,N/A,TRUE,
Stag Night,2008,R,24-Feb-10,84 min,"Horror, Thriller",Peter A. Dowling,Peter A. Dowling,"Kip Pardue, Vinessa Shaw, Breckin Meyer",Four men out on a STAG NIGHT in New York prematurely exit an underground train after the soon-to-be-best-man begins to hassle two women. Trapped at a deserted station these six adults become the target of a gruesome manhunt when a...,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2I5MzE0NWUtZTJhNy00YzI0LThhZTAtZTg4YzNkNGYwYjQ3XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,"3,419",tt1082599,movie,15-Feb-11,N/A,N/A,N/A,TRUE,
Hollywood Sex Wars,2011,Not Rated,31-Dec-11,96 min,Comedy,Paul Sapiano,Paul Sapiano,"Mario Diaz, Eli Jane, Jenae Altschwager","The adventures of three friends as they struggle and eventually learn how to dress better, talk smoother, and add a lot more women to their ""weekly rotation"" in the Hollywood dating scene.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTYzMjU4MzMwMl5BMl5BanBnXkFtZTcwNjYwMDc2Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]",N/A,4.1,"4,551",tt1764366,movie,30-Jun-20,N/A,N/A,N/A,TRUE,
The Age of the Medici,1972–,N/A,1-May-79,255 min,"Biography, History",N/A,N/A,"Marcello Di Falco, Virgilio Gazzolo, Adriano Amidei Migliano","This is a lengthy exposition of the social and political history of renaissance Florentine history, told through dramatised conversations between the main participants, particularly Cosimo de Medici and Brunelleschi. Among its the...",Italian,Italy,N/A,https://m.media-amazon.com/images/M/MV5BYzIzMDcxOTYtYjA5My00NDJjLTgyZDAtYmU4OTUxYWZmNjI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,318,tt0069684,series,,,,,TRUE,N/A
Something Ventured,2011,Not Rated,24-Apr-11,84 min,"Documentary, Biography, History","Daniel Geller, Dayna Goldfine",N/A,"Bill Bowes, Herbert Boyer, Po Bronson","The story of how a few individuals built an industry that would go on to finance nearly all of the major advancements in technology in the past 50 years with companies such as Atari, Genentech, Apple, Intel and more.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMjA1ODE1MjU3MV5BMl5BanBnXkFtZTcwMDMyOTQ0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7,776,tt1737747,movie,11-Sep-16,N/A,N/A,N/A,TRUE,
Jesus Henry Christ,2011,PG-13,1-Apr-11,92 min,Comedy,Dennis Lee,Dennis Lee,"Jason Spevack, Toni Collette, Michael Sheen","At the age of ten, Henry James Herman, a boy who was conceived in a petri-dish and raised by his feminist mother, follows a string of Post-It notes in hopes of finding his biological father.",English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTA1NjQ0NTYzNjZeQTJeQWpwZ15BbWU3MDc2OTM1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.4,"6,188",tt1393742,movie,3-Jul-12,"$20,183 ",N/A,N/A,TRUE,
Pirates of the Great Salt Lake,2006,PG-13,1-Feb-06,86 min,"Adventure, Comedy",E.R. Nelson,"E.R. Nelson, Nathan Phillips","Kirby Heyborne, Trenton James, Larry Bagby","Kirk Redgrave and Flint Weaver met only three weeks ago. But that hasn't stopped them from becoming the greatest pirates the Great Salt Lake has ever known. Still, pirate life isn't all that it's cracked up to be. For Kirk, it's a...",English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BMTMwOTc5NzIzN15BMl5BanBnXkFtZTcwMDU2MDkzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,401,tt0477065,movie,9-Dec-08,N/A,N/A,N/A,TRUE,
